num_gpu,duration,submit_time,iterations,model
16,79,2326293,158,bert
5,317,1384900,634,bert
3,162,3515382,324,bert
5,8730,2759257,17460,bert
5,5739,2661371,11478,bert
9,8664,2252767,17328,bert
3,54,1981301,108,bert
5,5380,3069684,10760,bert
1,10204,3689080,20408,bert
1,11081,3659487,22162,bert
5,5637,2400424,11274,bert
3,523,1122298,1046,bert
5,3713,3497494,7426,bert
1,7876,3482411,15752,bert
5,5558,3193587,11116,bert
1,175,1666855,350,bert
50,972,3475058,1944,bert
8,2788,3025250,5576,bert
1,7923,2607988,15846,bert
5,8181,2006582,16362,bert
16,823,1721816,1646,bert
5,3004,3497495,6008,bert
6,4984,2161795,9968,bert
8,29388,3025699,58776,bert
5,103,1866687,206,bert
5,87,3754871,174,bert
5,3978,3544552,7956,bert
5,368,3598544,736,bert
1,7599,2607992,15198,bert
3,59,1706143,118,bert
5,5343,2672678,10686,bert
5,635,1686236,1270,bert
5,117,2691785,234,bert
10,77,1674476,154,bert
5,4303,3115432,8606,bert
16,348,1721824,696,bert
5,8256,1926554,16512,bert
1,7276,2346142,14552,bert
1,203,3555606,406,bert
6,6449,2297612,12898,bert
5,3571,3729447,7142,bert
3,53,2261976,106,bert
1,186,3731591,372,bert
1,7215,2957605,14430,bert
1,4770,2607991,9540,bert
1,5453,2607995,10906,bert
5,690,2759299,1380,bert
5,4424,3193860,8848,bert
3,431,1144728,862,bert
3,63,2261942,126,bert
3,98,2159113,196,bert
1,6295,2957604,12590,bert
5,267,2322446,534,bert
1,23808,2265605,47616,bert
5,8388,2006684,16776,bert
1,5609,3577047,11218,bert
5,611,1866832,1222,bert
5,8167,1696733,16334,bert
16,77,2150992,154,bert
1,354,3657543,708,bert
8,2664,3079059,5328,bert
16,908,1721821,1816,bert
1,22597,2161643,45194,bert
5,9388,2586547,18776,bert
1,5835,1744029,11670,bert
5,4450,3194000,8900,bert
5,1822,1385563,3644,bert
5,8374,2007140,16748,bert
1,8705,3740643,17410,bert
2,7207,1700349,14414,bert
5,5406,3107625,10812,bert
1,2847,3387696,5694,bert
5,4217,3070534,8434,bert
4,963,3391558,1926,bert
3,196,1309138,392,bert
1,5022,2607991,10044,bert
32,7696,2293643,15392,bert
5,4114,3194652,8228,bert
5,4459,3070195,8918,bert
8,36070,3199659,72140,bert
5,4931,3283070,9862,bert
1,6581,1744026,13162,bert
1,6609,1744027,13218,bert
5,8262,1925944,16524,bert
8,2584,1591036,5168,bert
5,4087,3194635,8174,bert
16,400,2349521,800,bert
10,3344,2808355,6688,bert
5,548,2152152,1096,bert
3,474,1309300,948,bert
1,7404,2957604,14808,bert
8,28811,2858762,57622,bert
5,5473,3069847,10946,bert
5,8186,3534247,16372,bert
1,7029,2346139,14058,bert
5,5389,3036883,10778,bert
5,309,1472093,618,bert
64,202,1578489,404,bert
5,5472,3037066,10944,bert
3,112,1144947,224,bert
1,133,3461768,266,bert
3,210,1309169,420,bert
5,5396,3114301,10792,bert
5,2910,3497498,5820,bert
5,276,2234979,552,bert
1,6805,1744027,13610,bert
5,1074,2002351,2148,bert
2,497,3491905,994,bert
2,15798,2777905,31596,bert
5,3060,3544615,6120,bert
5,120,3063320,240,bert
1,7594,2957606,15188,bert
3,115,2158981,230,bert
1,176,3753838,352,bert
1,260,3731468,520,bert
5,5508,3036922,11016,bert
1,186,3754824,372,bert
5,8266,1925582,16532,bert
5,2611,3497497,5222,bert
8,28844,3033816,57688,bert
16,872,2151052,1744,bert
6,4836,2252240,9672,bert
5,148,1680005,296,bert
8,11380,3078928,22760,bert
5,8222,1925406,16444,bert
1,855,2607992,1710,bert
1,8210,2346140,16420,bert
1,186,1666449,372,bert
5,5478,3037067,10956,bert
5,81,1679789,162,bert
8,11217,3199521,22434,bert
10,105,3063962,210,bert
1,9226,1744043,18452,bert
5,370,1385585,740,bert
16,361,1721822,722,bert
1,229,3659170,458,bert
2,5266,2987503,10532,bert
1,82,1836873,164,bert
8,12934,2858802,25868,bert
8,11065,3587008,22130,bert
5,3594,1664884,7188,bert
1,798,2949158,1596,bert
5,2915,3729534,5830,bert
16,71,1721879,142,bert
1,7056,2346140,14112,bert
5,333,3598427,666,bert
5,4500,3114931,9000,bert
16,130,1721830,260,bert
1,7120,2957599,14240,bert
3,138,1905941,276,bert
5,5717,3193545,11434,bert
5,8414,2641848,16828,bert
5,1992,2150960,3984,bert
16,111,1721824,222,bert
8,15944,1172534,31888,bert
5,4429,3367283,8858,bert
5,295,1136691,590,bert
1,6783,2346139,13566,bert
5,8298,1744697,16596,bert
1,709,3482414,1418,bert
5,4854,3367636,9708,bert
5,4447,3282601,8894,bert
1,7320,2607989,14640,bert
5,8164,1673271,16328,bert
8,15505,2941644,31010,bert
16,708,1721873,1416,bert
1,175,1666454,350,bert
6,179,2463645,358,bert
5,42,2413180,84,bert
1,5011,2607991,10022,bert
2,397,2800021,794,bert
5,294,2409818,588,bert
4,2398,3607082,4796,bert
2,7110,2737485,14220,bert
5,105,3035660,210,bert
1,7137,2783576,14274,bert
1,209,3733339,418,bert
1,10397,3740644,20794,bert
1,7560,2957605,15120,bert
3,42,1822685,84,bert
5,77,3598850,154,bert
3,46,1981276,92,bert
5,4790,3194443,9580,bert
8,4490,1249565,8980,bert
5,5226,3366931,10452,bert
8,141357,3123904,282714,bert
5,8128,1683707,16256,bert
2,8283,2447056,16566,bert
1,7648,3740592,15296,bert
8,6418,2909317,12836,bert
4,2454,2398300,4908,bert
1,7022,2524227,14044,bert
5,214,1310515,428,bert
5,8838,1696748,17676,bert
16,423,3534241,846,bert
5,4077,3654566,8154,bert
5,1841,1385536,3682,bert
10,153,2252442,306,bert
5,8503,2006643,17006,bert
16,1044,1978498,2088,bert
5,4896,3194282,9792,bert
1,3823,1592493,7646,bert
10,185,2555158,370,bert
1,7310,2607989,14620,bert
3,42,1185666,84,bert
5,4969,3367515,9938,bert
3,59,1981361,118,bert
1,231,3605411,462,bert
5,5500,3037026,11000,bert
5,4480,3366993,8960,bert
5,4338,1669927,8676,bert
5,776,1859702,1552,bert
5,3058,3628149,6116,bert
5,8048,1686343,16096,bert
16,646,1721838,1292,bert
5,5557,3114422,11114,bert
5,4434,3367241,8868,bert
5,651,1686268,1302,bert
3,43,2082198,86,bert
8,10210,1591141,20420,bert
3,49,1706096,98,bert
5,4218,3628110,8436,bert
1,7141,2957606,14282,bert
5,2181,3115492,4362,bert
5,143,3063082,286,bert
5,8450,2785566,16900,bert
5,4279,3070574,8558,bert
3,51,1185720,102,bert
10,101,1836109,202,bert
16,1074,2150961,2148,bert
5,3549,3497495,7098,bert
5,1040,3729534,2080,bert
5,4431,3282496,8862,bert
8,6476,2941093,12952,bert
1,5518,2607991,11036,bert
1,2631,1801815,5262,bert
16,639,3534256,1278,bert
5,177,3534241,354,bert
16,1244,2326329,2488,bert
5,3192,3654737,6384,bert
4,91,3035444,182,bert
4,32589,2801096,65178,bert
5,5478,3069887,10956,bert
1,50,1654481,100,bert
10,460,3640877,920,inception
1,405,2786943,810,bert
1,631,3697210,1262,bert
5,3104,3654654,6208,bert
16,147,2150995,294,bert
16,172,2326231,344,bert
5,4132,3367986,8264,bert
5,3021,3729461,6042,bert
5,4863,3194465,9726,bert
1,682,3482417,1364,bert
5,244,1714916,488,bert
16,382,2326207,764,bert
5,8299,1696729,16598,bert
1,7384,2346140,14768,bert
5,4293,3115190,8586,bert
5,4908,3367555,9816,bert
1,196,1666371,392,bert
5,5423,3036910,10846,bert
5,4507,3194041,9014,bert
1,8207,3659481,16414,bert
5,4888,3367778,9776,bert
1,209,2602265,418,bert
5,4233,3544550,8466,bert
8,10855,3040780,21710,bert
5,1500,2002599,3000,bert
1,7810,2607989,15620,bert
5,176,1978552,352,bert
1,91,3745718,182,bert
5,148,1543046,296,bert
5,4186,3070274,8372,bert
5,230,1630581,460,bert
5,2328,3654655,4656,bert
24,5047,3564559,10094,bert
16,354,1804584,708,bert
5,2985,3544618,5970,bert
3,538,1309208,1076,bert
16,133,1978543,266,bert
10,184,2539281,368,bert
5,8028,2947794,16056,bert
2,7183,1182579,14366,bert
1,8504,3740556,17008,bert
5,8221,2006969,16442,bert
5,641,1696774,1282,bert
1,5481,2957604,10962,bert
10,3884,1581630,7768,bert
1,10600,3482413,21200,bert
6,82,3605192,164,bert
3,201,2082232,402,bert
1,2834,3387697,5668,bert
5,3578,3654654,7156,bert
8,12986,1912868,25972,bert
5,4187,3070718,8374,bert
1,28149,2160787,56298,bert
5,1825,3628150,3650,bert
16,131,2150970,262,bert
5,3026,3544617,6052,bert
5,5443,3037048,10886,bert
6,5059,2161489,10118,bert
5,8065,2947734,16130,bert
5,3704,3628150,7408,bert
1,251,3731237,502,bert
3,107,2158922,214,bert
3,106,1144831,212,bert
1,7619,2607988,15238,bert
5,5403,3069786,10806,bert
8,2758,2908717,5516,bert
1,7323,2346142,14646,bert
5,8238,1673145,16476,bert
1,3016,3387696,6032,bert
16,366,2150982,732,bert
5,3945,3628110,7890,bert
16,112,2326201,224,bert
1,195,1666811,390,bert
5,4814,3194507,9628,bert
5,4302,3115394,8604,bert
2,128,2858937,256,bert
1,5782,2524227,11564,bert
8,4212,1590989,8424,bert
1,12106,3740568,24212,bert
5,4195,3114907,8390,bert
5,4159,3194061,8318,bert
1,6280,1744027,12560,bert
1,11642,3740645,23284,bert
1,4889,2281070,9778,bert
16,1513,2350211,3026,bert
16,1034,1804508,2068,bert
16,115,3534292,230,bert
4,228,3742755,456,bert
1,8958,3482411,17916,bert
5,8492,2006829,16984,bert
1,7869,3659482,15738,bert
2,7339,1128356,14678,bert
3,102,1787879,204,bert
5,3936,3544695,7872,bert
5,3924,3628110,7848,bert
5,628,1683557,1256,bert
16,168,1721824,336,bert
4,4969,1965618,9938,bert
5,68,1152917,136,bert
5,8171,1860077,16342,bert
5,1805,1309653,3610,bert
1,5485,2607991,10970,bert
8,10884,1256648,21768,bert
5,5232,5514076,10464,bert
5,385,5142334,770,bert
4,267581,4184077,535162,bert
5,4714,6222082,9428,bert
3,5537,6263841,11074,bert
5,4574,5884255,9148,bert
5,5544,6142407,11088,bert
1,888,5368158,1776,bert
5,162,5737706,324,bert
3,3015,6263903,6030,bert
3,125,5416170,250,bert
5,4295,5884244,8590,bert
5,3442,4711874,6884,bert
5,450,6370567,900,bert
1,364,5471300,728,bert
5,3419,4698723,6838,bert
5,79,6354490,158,bert
8,2531,5473733,5062,bert
5,3012,4711873,6024,bert
5,3208,5015877,6416,bert
32,1478,6006989,2956,bert
5,4078,5303682,8156,bert
25,150,4734226,300,inception
5,80,5704441,160,bert
5,5382,5883745,10764,bert
2,89,5073618,178,bert
2,5240,5011629,10480,bert
5,2923,5098426,5846,bert
5,5332,5610709,10664,bert
1,284,5974017,568,bert
5,5079,6222029,10158,bert
5,5039,6392181,10078,bert
1,13493,5329943,26986,bert
8,619,3816161,1238,bert
5,5419,5695369,10838,bert
5,4442,5884276,8884,bert
1,879,5374973,1758,bert
5,83,5815659,166,bert
5,3665,4344787,7330,bert
1,2681,5544427,5362,bert
1,2541,3965596,5082,bert
5,42928,4165623,85856,bert
1,124993,4257654,249986,bert
1,748,5199355,1496,bert
1,1113,5366440,2226,bert
8,126811,5580313,253622,bert
5,1241,3997144,2482,bert
4,2442,5867917,4884,bert
5,5302,5541825,10604,bert
5,3390,4344787,6780,bert
5,5709,5610707,11418,bert
5,5239,5514075,10478,bert
5,2875,3973966,5750,bert
1,345,6059759,690,bert
10,163,5188755,326,inception
12,7942,5381679,15884,alexnet
1,61,4818709,122,bert
5,3170,5015879,6340,bert
5,396,5207818,792,bert
5,71,3814006,142,bert
1,2756,6036878,5512,bert
10,523,6168280,1046,bert
8,1801,5211976,3602,bert
1,2522,4609003,5044,bert
1,263,5976073,526,bert
2,5239,4837508,10478,bert
5,3059,5303773,6118,bert
5,5323,5514078,10646,bert
1,121,4080785,242,bert
5,4401,6061451,8802,bert
5,3897,5573619,7794,bert
5,1800,4354928,3600,alexnet
5,344,3977602,688,bert
2,5145,5253413,10290,bert
4,102,4180774,204,bert
5,4204,5999686,8408,bert
10,1077,6162172,2154,bert
1,2424,4952723,4848,bert
1,2139,5544408,4278,bert
1,1787,4334484,3574,bert
1,2490,4484808,4980,bert
1,325,4734986,650,bert
5,3018,3973869,6036,bert
1,1999,5544400,3998,bert
5,42301,4165624,84602,bert
1,253,5979434,506,bert
1,23,4001817,46,bert
5,3557,4615637,7114,bert
5,4028,5923114,8056,bert
1,5904,4609630,11808,bert
5,538,6142250,1076,bert
5,101,5970177,202,bert
1,2134,4608991,4268,bert
5,365,5370447,730,bert
5,461,5969668,922,bert
5,5101,6222027,10202,bert
5,4434,5884219,8868,bert
5,87,6372709,174,bert
5,96,4068766,192,bert
5,497,5098432,994,bert
5,3847,5289709,7694,bert
5,3328,6392444,6656,bert
5,13394,4155733,26788,alexnet
5,3640,5289709,7280,bert
1,910,5476687,1820,bert
5,5422,3919473,10844,bert
1,2635,5172940,5270,bert
5,3582,4698724,7164,bert
2,6516,4241217,13032,bert
5,4479,5884248,8958,bert
1,1641,5299504,3282,bert
5,5675,5923095,11350,bert
5,5773,5541827,11546,bert
5,384,5142610,768,bert
5,389,4954910,778,bert
1,124500,4072248,249000,bert
1,274,5975394,548,bert
10,221,6070929,442,bert
4,1151,5620777,2302,bert
5,76,5814683,152,bert
5,3808,4615314,7616,bert
10,329,6270444,658,bert
5,180,6105881,360,bert
1,12663,5464306,25326,bert
2,5128,5166589,10256,bert
5,5440,5883752,10880,bert
5,3557,4403290,7114,bert
5,75,4851143,150,bert
8,3541,4060821,7082,bert
1,193,5478804,386,bert
8,7842,5581046,15684,bert
5,2876,5192902,5752,bert
5,2435,5016220,4870,bert
5,4980,3997082,9960,bert
1,1917,5273376,3834,bert
5,3923,5314337,7846,bert
5,3593,4663985,7186,bert
5,86,5142932,172,bert
5,10443,3831118,20886,bert
5,4739,5884235,9478,bert
5,3026,4753495,6052,bert
4,1112,5970429,2224,bert
5,4092,5303685,8184,bert
5,7804,3996978,15608,bert
5,5465,6078892,10930,bert
5,4998,6142406,9996,bert
5,344,5539904,688,bert
5,906,4711832,1812,bert
5,8423,4059781,16846,bert
5,410,4880604,820,bert
1,2509,4609004,5018,bert
5,3292,5015877,6584,bert
10,120,6162587,240,bert
3,8076,6263621,16152,bert
5,3964,5314335,7928,bert
1,4314,5543204,8628,bert
1,2089,4952734,4178,bert
14,7410,6264657,14820,bert
8,9234,5740962,18468,bert
5,4654,5884238,9308,bert
5,3460,4853883,6920,bert
5,81,5796786,162,bert
5,4886,5514494,9772,bert
3,187,5109452,374,bert
1,121,4238763,242,bert
10,229,5825920,458,bert
50,584,4063799,1168,bert
5,3127,4853999,6254,bert
1,10357,4616343,20714,bert
5,5012,6078897,10024,bert
1,881,5285188,1762,bert
5,2966,6392545,5932,bert
5,3936,5314338,7872,bert
5,325,5222798,650,bert
5,3507,4615316,7014,bert
50,1128,4365602,2256,bert
5,3451,5289708,6902,bert
5,3646,5192283,7292,bert
2,95,5452836,190,bert
5,3796,3800465,7592,bert
5,5059,6306260,10118,bert
5,3567,4698723,7134,bert
5,4455,5884240,8910,bert
5,3723,5015569,7446,bert
5,5562,5884195,11124,bert
1,696,5467154,1392,bert
25,202,5281480,404,inception
30,66890,5971525,133780,bert
5,5036,3982846,10072,bert
10,122,4820508,244,bert
5,342,5737157,684,bert
5,3722,5097554,7444,bert
5,116,6039702,232,bert
5,2231,4753208,4462,bert
16,10015,5743250,20030,bert
5,67,3899286,134,bert
5,2216,4753496,4432,bert
5,5547,5367460,11094,bert
5,382,3813447,764,bert
5,47741,4261088,95482,bert
1,11703,5464305,23406,bert
5,1446,5192727,2892,bert
8,164355,4771049,328710,bert
1,173,4247879,346,bert
5,302,4955398,604,bert
10,2501,6070975,5002,bert
5,4512,5884231,9024,bert
1,1102,5411004,2204,bert
5,65,3977842,130,bert
1,196,5560492,392,bert
1,8013,4280468,16026,bert
5,4267,5999687,8534,bert
10,245,6070933,490,bert
1,839,5294164,1678,bert
1,516,5477681,1032,bert
1,890,5384075,1780,bert
5,3691,3973936,7382,bert
5,4611,5981635,9222,bert
5,3150,4059421,6300,bert
5,4103,5303682,8206,bert
5,1145,3982867,2290,bert
5,141,5814447,282,bert
1,1003,5401474,2006,bert
1,758,5475647,1516,bert
8,2992,4771234,5984,bert
1,59,5380653,118,bert
5,1843,4711890,3686,bert
5,4064,5357431,8128,bert
10,861,6071047,1722,bert
5,4377,6222083,8754,bert
5,3591,3800392,7182,bert
5,5056,6392180,10112,bert
1,199,5275490,398,bert
5,2045,6306261,4090,bert
5,71,4851163,142,bert
7,12908,6263428,25816,bert
6,5240,6263779,10480,bert
5,92,5970227,184,bert
1,190,5297148,380,bert
5,3432,5015877,6864,bert
8,2951,4687650,5902,bert
5,3256,5192616,6512,bert
5,2756,5192900,5512,bert
1,799,5387293,1598,bert
1,1877,5273454,3754,bert
5,5291,5541823,10582,bert
5,303,4146236,606,bert
50,35044,6003167,70088,alexnet
8,27957,4566833,55914,bert
6,5683,6263902,11366,bert
5,5397,5541822,10794,bert
32,511253,4182970,1022506,bert
5,4735,4059782,9470,bert
6,85,5335092,170,bert
5,779,4348882,1558,bert
5,5274,5695367,10548,bert
5,3349,3997143,6698,bert
6,29129,5273126,58258,bert
5,3853,5015725,7706,bert
5,10753,3831117,21506,bert
5,95613,5206177,191226,bert
5,18843,4107589,37686,bert
5,3295,5015880,6590,bert
5,930,6058473,1860,bert
25,245,4194643,490,inception
5,410,4939664,820,bert
5,5293,5535977,10586,bert
5,4425,6061451,8850,bert
1,737,5477633,1474,bert
125,2431,5804033,4862,bert
5,5273,5610706,10546,bert
1,80,4725259,160,bert
5,362,5737669,724,bert
5,5477,5781592,10954,bert
5,533,4954811,1066,bert
5,47099,4261089,94198,bert
5,375,5142518,750,bert
5,2569,5098424,5138,bert
1,304,5974401,608,bert
5,526,5737499,1052,bert
5,3344,4059421,6688,bert
5,5552,5367458,11104,bert
5,4409,6039782,8818,bert
5,1158,3919525,2316,bert
5,3148,5097995,6296,bert
25,233,4154763,466,inception
1,1765,4334343,3530,bert
5,3254,4753495,6508,bert
5,2371,5097697,4742,bert
5,3632,5192277,7264,bert
5,320,5813482,640,bert
5,667,5222969,1334,bert
5,3301,4930085,6602,bert
5,3695,3800391,7390,bert
5,2677,5303684,5354,bert
5,3964,3886080,7928,bert
5,3648,5289708,7296,bert
5,3632,5192279,7264,bert
5,5423,5610706,10846,bert
1,109176,4072190,218352,bert
5,46584,4261089,93168,bert
5,2966,5097994,5932,bert
5,3112,5097995,6224,bert
1,707,5417288,1414,bert
1,808,5274309,1616,bert
1,198,4280456,396,bert
1,354,4745866,708,bert
1,9507,4616343,19014,bert
1,2122,4327334,4244,bert
4,1148,4057121,2296,bert
1,1341,4959086,2682,bert
1,2200,4952723,4400,bert
5,5935,5367463,11870,bert
1,152,4819919,304,bert
1,364,5466773,728,bert
5,46826,4261091,93652,bert
5,2263,4664097,4526,bert
5,3231,4698848,6462,bert
5,3275,4711873,6550,bert
5,85,3785027,170,bert
8,164161,4731872,328322,bert
5,2912,5016220,5824,bert
5,2454,4698770,4908,bert
5,5098,5884167,10196,bert
6,7175,6265495,14350,bert
8,33922,5887027,67844,bert
1,788,5386453,1576,bert
1,121,5282741,242,bert
5,3259,4698848,6518,bert
50,110748,3688639,221496,bert
2,5239,4927706,10478,bert
5,3079,4711873,6158,bert
5,4563,5884282,9126,bert
8,164172,4732346,328344,bert
5,3946,5314338,7892,bert
5,3556,4752833,7112,bert
10,181,5825917,362,bert
3,5255,6263920,10510,bert
5,155,6354562,310,bert
1,197,5919930,394,bert
5,4525,5884281,9050,bert
5,3954,5314337,7908,bert
8,34967,6131009,69934,bert
25,200,5371590,400,inception
5,3700,6221991,7400,bert
1,2161,5544438,4322,bert
6,6430,6263481,12860,bert
5,3201,6306547,6402,bert
5,2553,5357505,5106,bert
5,4988,5884110,9976,bert
5,5278,5541821,10556,bert
5,108,5970534,216,bert
5,55,5142784,110,bert
5,5295,5541827,10590,bert
1,5183,4609028,10366,bert
2,4894,3946773,9788,bert
5,5124,3997080,10248,bert
1,14207,5543201,28414,bert
5,5223,5535977,10446,bert
5,3499,3982866,6998,bert
25,155,5112252,310,inception
1,17018,5083815,34036,bert
5,2484,4664100,4968,bert
5,77,5026101,154,bert
1,1967,5544494,3934,bert
1,2120,5544406,4240,bert
5,4147,5357429,8294,bert
5,2716,3982786,5432,bert
5,4900,5999693,9800,bert
5,3931,5357425,7862,bert
5,321,5540018,642,bert
5,4284,3886205,8568,bert
1,979,5411729,1958,bert
2,748,4846237,1496,bert
5,61,5313304,122,bert
5,124,6058457,248,bert
5,87,5737911,174,bert
5,5347,5367464,10694,bert
5,5703,5781590,11406,bert
8,59867,5413630,119734,bert
1,2714,4610117,5428,bert
5,4188,5999688,8376,bert
5,39274,4261383,78548,bert
5,3909,5314338,7818,bert
5,5244,5514077,10488,bert
1,2406,5544451,4812,bert
5,57,4328505,114,bert
5,4555,6142405,9110,bert
5,11408,3982813,22816,bert
1,7345,4090491,14690,bert
5,10641,3982814,21282,bert
1,12526,5464306,25052,bert
8,179368,5223487,358736,bert
1,2325,4952723,4650,bert
5,408,4880453,816,bert
1,10329,4616341,20658,bert
5,3375,4854004,6750,bert
1,10680,4280456,21360,bert
5,2766,6142408,5532,bert
5,358,3785376,716,bert
5,489,4068024,978,bert
5,2516,5289726,5032,bert
5,5046,6392182,10092,bert
5,5255,6392179,10510,bert
5,3789,5098427,7578,bert
5,3859,3800468,7718,bert
5,3187,3996882,6374,bert
5,4211,3886082,8422,bert
5,106,5540886,212,bert
5,80,3899198,160,bert
5,2221,4615386,4442,bert
2,4852,4796191,9704,bert
5,1558,4930357,3116,bert
1,2284,5544443,4568,bert
5,386,3813847,772,bert
5,404,5207290,808,bert
2,620,5495393,1240,resnet
1,10414,5559486,20828,bert
14,5157,6264464,10314,bert
5,3554,3800394,7108,bert
5,590,6372590,1180,bert
1,1316,4884841,2632,bert
5,77,4941815,154,bert
5,4279,5884225,8558,bert
5,4112,3886082,8224,bert
5,4349,5999689,8698,bert
1,128441,4264187,256882,bert
4,4390,5166441,8780,bert
5,5745,5884179,11490,bert
8,2032,6195396,4064,bert
32,4241,5215725,8482,bert
5,335,4151699,670,bert
5,78,4068652,156,bert
32,429853,5885289,859706,bert
5,2998,4663986,5996,bert
5,637,5695391,1274,bert
4,52,5069336,104,bert
1,2541,5690482,5082,bert
1,119059,4072242,238118,bert
5,5730,5535974,11460,bert
5,2820,6039681,5640,bert
5,76,5133714,152,bert
4,124,4352674,248,bert
5,366,3813898,732,bert
1,13423,5112247,26846,bert
1,2480,5952471,4960,bert
5,3913,3973937,7826,bert
5,3815,5883827,7630,bert
4,5356,4328989,10712,bert
1,110502,4076548,221004,bert
8,2465,5474245,4930,bert
1,2191,4264582,4382,bert
5,364,5142722,728,bert
2,5112,3850107,10224,bert
5,3040,3982785,6080,bert
5,493,5289816,986,bert
1,2057,4952732,4114,bert
1,532,3814217,1064,bert
5,441,4880912,882,bert
1,33,3997583,66,bert
1,19897,5083838,39794,bert
1,2434,5544492,4868,bert
5,3058,5097998,6116,bert
8,6927,5741214,13854,bert
1,120152,4255375,240304,bert
1,163,4247874,326,bert
1,716,5976847,1432,bert
5,5379,5535979,10758,bert
8,221972,4732154,443944,bert
1,832,5317201,1664,bert
5,3239,4930647,6478,bert
1,869,5292190,1738,bert
1,2139,4954982,4278,bert
5,504,6354680,1008,bert
5,5027,6392181,10054,bert
5,4982,3997082,9964,bert
5,79,5240224,158,bert
5,73,5208398,146,bert
1,193,4953935,386,bert
5,3310,4059929,6620,bert
5,167,6354599,334,bert
100,500,5819334,1000,bert
5,80430,4165923,160860,bert
20,15592,5757954,31184,bert
20,22656,4678079,45312,alexnet
8,8668,5129153,17336,bert
5,4046,3886081,8092,bert
5,3831,3800466,7662,bert
5,468,6105545,936,bert
5,3647,5289709,7294,bert
1,233,5024573,466,bert
5,10321,3831118,20642,bert
5,4086,3800310,8172,bert
5,4581,5884249,9162,bert
1,12112,5464305,24224,bert
10,1018,6271063,2036,bert
5,4341,6306259,8682,bert
5,78,6354750,156,bert
5,1232,6078718,2464,bert
5,10646,4059576,21292,bert
5,5565,5923101,11130,bert
5,5470,5367463,10940,bert
8,144583,3639961,289166,bert
5,319,4078727,638,bert
5,82,5371027,164,bert
5,54,4329229,108,bert
1,2516,4952736,5032,bert
1,81,4065936,162,bert
5,77,5208189,154,bert
5,3332,5289708,6664,bert
10,287,5548935,574,inception
5,6128,5883758,12256,bert
8,103517,5798122,207034,bert
5,3268,3997143,6536,bert
5,5089,5884244,10178,bert
1,7343,5038739,14686,bert
5,6319,5883746,12638,bert
1,3413,5546686,6826,bert
5,5578,5610705,11156,bert
5,5376,5610708,10752,bert
5,3409,4853885,6818,bert
5,2349,5192899,4698,bert
5,5271,4930647,10542,bert
5,5378,5514076,10756,bert
5,327,5142381,654,bert
5,3512,3996885,7024,bert
5,3898,5367499,7796,bert
1,2357,4912710,4714,bert
1,221,5109921,442,bert
4,2406,5287960,4812,bert
5,379,5142886,758,bert
5,5220,5884263,10440,bert
1,244,5293600,488,bert
1,120928,4257580,241856,bert
5,3411,4615317,6822,bert
5,4349,6005855,8698,bert
5,73,5814832,146,bert
1,243,4801821,486,bert
10,290,6160696,580,bert
5,2428,5192903,4856,bert
1,14010,5383387,28020,bert
4,103,6055479,206,bert
1,266,4325007,532,bert
5,3371,3973836,6742,bert
8,3426,5380664,6852,bert
1,879,5371965,1758,bert
1,10731,5464306,21462,bert
10,664,6161010,1328,bert
10,677,6160937,1354,bert
1,860,5288939,1720,bert
5,5458,5367464,10916,bert
5,79,4088111,158,bert
5,3144,4930648,6288,bert
1,2499,6383301,4998,bert
1,353,5298587,706,bert
5,4658,3886206,9316,bert
1,124236,4072243,248472,bert
25,197,5641396,394,inception
5,67,3814181,134,bert
8,104110,5552381,208220,bert
5,4074,5303683,8148,bert
5,5382,5610708,10764,bert
5,4274,5884245,8548,bert
5,39734,4261378,79468,bert
5,5062,6078908,10124,bert
5,3638,4344786,7276,bert
1,242,5283409,484,bert
1,2101,4327322,4202,bert
2,4916,4119571,9832,bert
5,3396,5192277,6792,bert
5,5035,6392180,10070,bert
5,5031,6078912,10062,bert
1,126971,4076437,253942,bert
1,51,5110444,102,bert
5,5312,3973837,10624,bert
5,397,5736989,794,bert
1,12733,5037840,25466,bert
5,3244,4711879,6488,bert
1,937,5478368,1874,bert
5,11171,3996976,22342,bert
5,5719,5884248,11438,bert
5,4506,5884282,9012,bert
10,417,6270193,834,bert
10,143,6070909,286,bert
5,4970,5514512,9940,bert
5,4921,5884116,9842,bert
5,5766,5535974,11532,bert
5,5322,5541824,10644,bert
5,3274,4059930,6548,bert
5,5517,5923098,11034,bert
5,2492,4930357,4984,bert
5,119,5952670,238,bert
5,720,5240493,1440,bert
5,3832,5303859,7664,bert
5,5372,5923099,10744,bert
5,4061,3919442,8122,bert
5,3771,5781611,7542,bert
5,4575,3982780,9150,bert
5,2547,5314341,5094,bert
1,42,4004031,84,bert
5,5189,5541827,10378,bert
5,995,4615388,1990,bert
5,11209,4059577,22418,bert
5,3937,3973834,7874,bert
30,121,4735692,242,bert
1,788,5467081,1576,bert
5,853,5151111,1706,bert
5,2981,4711873,5962,bert
5,4969,5999688,9938,bert
5,559,4344429,1118,bert
5,2899,5314417,5798,bert
5,133,4088473,266,bert
5,78,5371919,156,bert
5,5614,5923100,11228,bert
5,5425,5781592,10850,bert
10,1742,6269775,3484,bert
1,2231,5544423,4462,bert
25,142,3821614,284,inception
3,4458,6263930,8916,bert
6,4738,6263368,9476,bert
5,3044,3982785,6088,bert
2,1548,4796165,3096,bert
5,71,6370698,142,bert
